Class Time;Attendance Status;Stress Level (GSR);Sleep Hours;Anxiety Level;Mood Score;Risk Level;pre1;pre2;pre3;pre4;pre5;pre6;pre7;pre8;pre9;pre10;pre11;pre12;pre13;pre14;pre15
18:00:00;Absent;0.85;6.5;2;1;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Sometimes;Often (3-4 times a week);Severe impact;Every night;Sometimes (3-4 times a week);Often (5-6 times a week);Low stress;Poor
20:00:00;Absent;4.49;8.8;4;8;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Below Average
21:00:00;Absent;4.46;9;2;7;High;Third year;Male;Every night;More than 8 hours;Every night;Average;Often;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Present;2.24;7.2;1;1;Medium;Graduate student;Male;Every night;7-8 hours;Every night;Very good;Often;Always;Often (3-4 times a week);Major impact;Every night;Every day;Every day;High stress;Poor
22:00:00;Late;3.18;8.7;5;9;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
17:00:00;Present;1.62;5.6;1;8;Low;Third year;Male;Every night;7-8 hours;Every night;Good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
16:00:00;Absent;1.58;7.2;5;6;High;First year;Male;Every night;4-5 hours;Often (5-6 times a week);Very good;Often;Always;Sometimes (1-2 times a week);Severe impact;Every night;Sometimes (3-4 times a week);Sometimes (3-4 times a week);High stress;Below Average
16:00:00;Absent;3.08;6.6;2;9;High;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Always;Often;Always;Severe impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Poor
15:00:00;Late;3.11;9;3;10;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Moderate impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
20:00:00;Present;3.06;8.5;1;1;Medium;Second year;Male;Never;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Present;0.66;5.5;1;7;Low;Graduate student;Male;Every night;7-8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Good
21:00:00;Late;2.01;7.2;3;7;Low;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Always;Always;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
16:00:00;Late;3.48;7.6;6;4;Low;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Moderate impact;Every night;Every day;Sometimes (3-4 times a week);Extremely high stress;Average
20:00:00;Present;3.2;6.6;7;1;Medium;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Often;Sometimes;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Present;4.68;6.1;5;7;High;First year;Male;Often (5-6 times a week);6-7 hours;Every night;Good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Late;3.27;7.9;1;1;Medium;Third year;Male;Every night;7-8 hours;Every night;Poor;Often;Always;Always;Moderate impact;Often (5-6 times a week);Every day;Sometimes (3-4 times a week);Low stress;Poor
20:00:00;Late;4.36;6.2;1;2;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Good;Sometimes;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Present;3.24;8.9;3;2;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Always;Sometimes;Rarely (1-2 times a month);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
16:00:00;Present;3.83;6.6;9;1;High;Third year;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Often;Sometimes;Often (3-4 times a week);Minor impact;Often (5-6 times a week);Every day;Sometimes (3-4 times a week);High stress;Below Average
22:00:00;Present;4.52;6.1;2;10;High;Third year;Male;Every night;More than 8 hours;Every night;Very poor;Sometimes;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
19:00:00;Absent;4.65;5.7;4;4;High;Third year;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Often;Sometimes;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Poor
17:00:00;Late;3.99;7.8;10;10;High;Second year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Often;Sometimes;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
18:00:00;Late;1.54;5.9;8;9;Medium;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Poor;Often;Sometimes;Often (3-4 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Absent;2.23;5;3;5;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Average;Sometimes;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
15:00:00;Absent;3.51;8.1;7;2;High;First year;Female;Never;7-8 hours;Rarely (1-2 times a week);Very good;Often;Always;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Late;3.33;6.3;10;9;Medium;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Always;Always;Always;Minor impact;Every night;Often (5-6 times a week);Every day;High stress;Poor
18:00:00;Absent;3.71;6.8;10;4;High;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Often;Often;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
17:00:00;Absent;4.7;7;2;10;High;Third year;Male;Never;7-8 hours;Often (5-6 times a week);Good;Often;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
16:00:00;Absent;0.78;8.2;10;1;High;Third year;Female;Every night;More than 8 hours;Every night;Poor;Always;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Absent;3.41;7.5;9;9;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Poor;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
19:00:00;Present;2.19;7.2;2;4;Low;Third year;Female;Every night;4-5 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
21:00:00;Absent;4.19;7.6;4;2;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Often;Sometimes (1-2 times a week);Major impact;Rarely (1-2 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Average
18:00:00;Absent;0.61;8.3;9;6;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Rarely (1-2 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
16:00:00;Absent;2.52;5.9;6;7;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Late;2.65;8.1;5;8;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Poor;Often;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
17:00:00;Late;3.32;7.3;4;1;Medium;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
17:00:00;Late;4.24;7.7;9;4;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Rarely;Always;Always;Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
21:00:00;Present;1.29;6.3;10;8;Medium;Third year;Female;Every night;7-8 hours;Often (5-6 times a week);Poor;Always;Always;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
21:00:00;Present;1.72;8.5;9;6;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Poor
20:00:00;Late;1.16;6.2;4;3;Medium;Third year;Female;Every night;7-8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Moderate impact;Every night;Often (5-6 times a week);Every day;High stress;Below Average
15:00:00;Present;3.82;7.3;9;9;High;Graduate student;Male;Sometimes (3-4 times a week);More than 8 hours;Often (5-6 times a week);Poor;Often;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
21:00:00;Present;1.17;7.6;2;7;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Sometimes;Often;Always;Severe impact;Often (5-6 times a week);Every day;Every day;High stress;Below Average
19:00:00;Absent;1.07;6.6;4;5;High;Second year;Male;Often (5-6 times a week);7-8 hours;Every night;Poor;Often;Always;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Average
18:00:00;Late;1.49;5.4;1;8;Low;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Good;Often;Sometimes;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Every day;Every day;High stress;Below Average
18:00:00;Absent;4.98;5.7;4;10;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
18:00:00;Present;4.14;5.6;4;6;High;Graduate student;Female;Every night;More than 8 hours;Every night;Good;Often;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Present;3.8;5.3;3;6;High;Third year;Female;Every night;7-8 hours;Every night;Very poor;Often;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
16:00:00;Present;2.78;6.7;2;2;Medium;Third year;Female;Every night;7-8 hours;Every night;Good;Sometimes;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Absent;2.91;5.4;7;9;High;Third year;Male;Every night;7-8 hours;Every night;Very poor;Often;Always;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
21:00:00;Late;4.79;5.2;5;9;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Always;Often (3-4 times a week);Severe impact;Every night;Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Average
17:00:00;Present;0.71;7.1;2;6;Low;Third year;Male;Every night;More than 8 hours;Every night;Average;Sometimes;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Absent;3.02;7.9;2;10;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Always;Sometimes;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
18:00:00;Present;4.56;7.6;10;4;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Rarely (1-2 times a week);Very poor;Always;Always;Never;Major impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Poor
20:00:00;Present;4.22;7.1;7;9;High;Third year;Male;Every night;6-7 hours;Every night;Very good;Often;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Absent;2.13;6.5;4;4;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
21:00:00;Present;4.78;7.9;10;4;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Always;Always;No impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Present;2.35;7.8;9;6;Medium;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Always;Sometimes;Often (3-4 times a week);Moderate impact;Rarely (1-2 times a week);Often (5-6 times a week);Every day;High stress;Poor
21:00:00;Absent;1.51;5.4;3;7;High;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Sometimes;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Present;3.38;8;5;1;Medium;Second year;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
22:00:00;Late;1.14;8.9;10;7;Medium;Graduate student;Male;Every night;More than 8 hours;Every night;Average;Often;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Present;2.11;7.4;1;3;Medium;Second year;Male;Every night;4-5 hours;Often (5-6 times a week);Average;Often;Sometimes;Rarely (1-2 times a month);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
22:00:00;Present;4.36;5.9;1;8;High;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Severe impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;Extremely high stress;Average
20:00:00;Present;4.01;7.4;8;4;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Average;Always;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Late;4.9;5.4;3;2;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Rarely;Rarely;Always;Moderate impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Below Average
17:00:00;Absent;0.93;5.8;10;5;High;Third year;Male;Rarely (1-2 times a week);7-8 hours;Often (5-6 times a week);Very good;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Average
18:00:00;Late;3.29;6.2;5;1;Medium;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Poor;Rarely;Often;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Rarely (1-2 times a week);Every day;High stress;Poor
15:00:00;Late;3.28;6.4;8;8;Medium;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Rarely;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
20:00:00;Present;4.21;6.9;8;4;High;Graduate student;Male;Every night;7-8 hours;Every night;Poor;Often;Always;Always;Major impact;Often (5-6 times a week);Every day;Every day;High stress;Average
16:00:00;Absent;4.89;6.9;2;3;High;Third year;Female;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Sometimes;Often;Always;Severe impact;Every night;Often (5-6 times a week);Every day;High stress;Poor
21:00:00;Absent;2.48;7.4;5;4;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
17:00:00;Absent;1.17;7.6;3;8;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Often;Often (3-4 times a week);Minor impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
18:00:00;Present;2.32;8.4;7;5;Low;Third year;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Average;Often;Always;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Every day;Sometimes (3-4 times a week);Extremely high stress;Below Average
21:00:00;Absent;3.33;8.8;4;10;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Sometimes;Always;Severe impact;Sometimes (3-4 times a week);Every day;Often (5-6 times a week);High stress;Poor
18:00:00;Present;1.95;5.7;3;8;Low;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Good;Sometimes;Often;Often (3-4 times a week);Moderate impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
21:00:00;Absent;2.9;8;9;7;High;Third year;Female;Every night;7-8 hours;Sometimes (3-4 times a week);Very poor;Often;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Below Average
18:00:00;Present;4.38;6.6;2;9;High;Third year;Male;Every night;7-8 hours;Every night;Good;Often;Often;Sometimes (1-2 times a week);Major impact;Rarely (1-2 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Present;3.74;9;9;8;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Low stress;Poor
17:00:00;Absent;2.38;7.6;6;5;High;Second year;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Every night;Every day;Every day;Extremely high stress;Below Average
17:00:00;Absent;3.21;5.2;5;5;High;Graduate student;Female;Every night;7-8 hours;Every night;Very poor;Often;Always;Always;Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Good
19:00:00;Late;0.95;6.9;4;10;Low;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Present;4.19;8.5;9;2;High;Third year;Female;Every night;7-8 hours;Every night;Very poor;Always;Always;Always;Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
16:00:00;Late;4.9;7.8;4;9;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Good;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Sometimes (3-4 times a week);High stress;Below Average
17:00:00;Late;4.83;8.1;1;3;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
21:00:00;Present;3.86;5.4;9;2;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Sometimes;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Absent;1.24;7;10;1;High;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Always;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);High stress;Good
22:00:00;Late;2.83;7.3;3;5;Low;Third year;Male;Every night;More than 8 hours;Every night;Poor;Sometimes;Often;Always;Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Late;3.28;5.2;7;8;Low;Graduate student;Male;Often (5-6 times a week);6-7 hours;Often (5-6 times a week);Good;Often;Always;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
16:00:00;Late;4.15;7.9;10;6;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Always;Often (3-4 times a week);Severe impact;Sometimes (3-4 times a week);Every day;Often (5-6 times a week);High stress;Poor
18:00:00;Late;2.57;5.4;10;7;Medium;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Poor;Often;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Late;2.8;5.3;6;10;Low;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Poor
20:00:00;Absent;2.4;5.3;7;3;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Average
20:00:00;Absent;4.39;5.6;8;8;High;Third year;Female;Often (5-6 times a week);7-8 hours;Every night;Average;Always;Often;Often (3-4 times a week);Major impact;Rarely (1-2 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Absent;3.67;5.2;6;5;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Minor impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
17:00:00;Present;3.67;5.8;5;8;High;Third year;Female;Every night;7-8 hours;Every night;Very poor;Often;Sometimes;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Late;2.46;5.5;6;6;Low;Third year;Male;Every night;7-8 hours;Every night;Very poor;Often;Often;Always;Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Poor
18:00:00;Absent;4.44;8.2;10;8;High;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Late;4.14;8;5;7;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Often;Often;Often (3-4 times a week);Severe impact;Every night;Every day;Every day;Extremely high stress;Good
19:00:00;Absent;3.62;8.2;8;10;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very good;Always;Often;Always;Major impact;Every night;Often (5-6 times a week);Every day;Low stress;Below Average
18:00:00;Absent;2.11;5.9;8;8;High;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Always;Sometimes (1-2 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
19:00:00;Present;1.69;8.7;9;4;Medium;Second year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Always;Sometimes;Always;Major impact;Every night;Every day;Every day;High stress;Poor
17:00:00;Present;2.3;5.2;10;5;Medium;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Sometimes (3-4 times a week);Every day;High stress;Poor
18:00:00;Present;3.19;6.1;9;3;Medium;Third year;Male;Every night;7-8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
22:00:00;Present;4.14;7.5;9;8;High;Third year;Male;Every night;7-8 hours;Every night;Very poor;Often;Always;Always;Minor impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
18:00:00;Present;1.19;8;10;6;Medium;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;Low stress;Poor
20:00:00;Late;4.6;5.1;7;2;High;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Good;Always;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;High stress;Average
18:00:00;Absent;3.89;8.3;10;4;High;Graduate student;Male;Sometimes (3-4 times a week);7-8 hours;Every night;Good;Always;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Absent;2.03;5.2;9;1;High;Graduate student;Male;Never;More than 8 hours;Every night;Poor;Often;Sometimes;Often (3-4 times a week);Moderate impact;Every night;Often (5-6 times a week);Every day;No stress;Poor
19:00:00;Late;0.75;5.2;8;7;Medium;Second year;Male;Every night;More than 8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Late;3.21;8;7;1;Medium;Second year;Male;Every night;More than 8 hours;Every night;Very poor;Often;Often;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);High stress;Poor
20:00:00;Late;2.36;7.6;2;7;Low;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Below Average
19:00:00;Present;4.18;8;2;3;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Every night;Very good;Often;Often;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
18:00:00;Late;4.62;5.3;8;7;High;Graduate student;Female;Every night;7-8 hours;Every night;Poor;Often;Rarely;Often (3-4 times a week);Major impact;Often (5-6 times a week);Rarely (1-2 times a week);Sometimes (3-4 times a week);Extremely high stress;Poor
18:00:00;Late;4.79;7;3;1;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Sometimes;Always;Always;Severe impact;Sometimes (3-4 times a week);Every day;Often (5-6 times a week);High stress;Good
22:00:00;Late;2.4;5.3;5;9;Low;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Always;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Poor
20:00:00;Absent;2.81;6.4;9;8;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Sometimes;Rarely (1-2 times a month);Severe impact;Every night;Sometimes (3-4 times a week);Often (5-6 times a week);High stress;Below Average
17:00:00;Late;4.44;6.1;7;3;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Always;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
17:00:00;Late;3.31;5.2;3;2;Medium;Third year;Female;Often (5-6 times a week);More than 8 hours;Every night;Very good;Often;Often;Often (3-4 times a week);Minor impact;Every night;Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Poor
20:00:00;Late;3.92;8.3;4;10;High;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Often;Always;Moderate impact;Every night;Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Average
